label,cond1,cond2,cond3,cond4,item,sentence,alternative,group
chow_sub_high_221_9,chow,sub,high,9,221,The homeowner asked which insects the exterminator had killed when he came over.,x-x-x celebrate funny sweet wrought yeah nationalized pre videos pull anti laws size.,list2
chow_sub_low_221_9,chow,sub,low,9,221,The homeowner asked which plumber the exterminator had killed when he came over.,x-x-x celebrate funny sweet wrought yeah nationalized pre videos pull anti laws size.,list1
chow_sub_high_222_9,chow,sub,high,9,222,The barkeeper knew which barmaids the regulars had tipped for their drinks.,x-x-x boardings calm check disqualify sir coincide baby parcel rose agree occurs.,list1
chow_sub_low_222_9,chow,sub,low,9,222,The barkeeper knew which troublemakers the regulars had tipped for their drinks.,x-x-x boardings calm check disqualify sir coincide baby parcel rose agree occurs.,list2
chow_sub_high_224_9,chow,sub,high,9,224,The historian knew which princess the king had married at the royal palace.,x-x-x preparing hate fight afford miss lots fish channel sale sit notes trucks.,list2
chow_sub_low_224_9,chow,sub,low,9,224,The historian knew which prince the king had married at the royal palace.,x-x-x preparing hate fight afford miss lots fish channel sale sit notes trucks.,list1
chow_sub_high_225_9,chow,sub,high,9,225,The journalist reported which opponent the politician had defeated by a wide margin.,x-x-x accomplish pictures block invest okay anticipate ice feminine bag wear thus kneel,list1
chow_sub_low_225_9,chow,sub,low,9,225,The journalist reported which voters the politician had defeated by a wide margin.,x-x-x accomplish pictures block invest okay anticipate ice feminine bag wear thus kneel,list2
chow_sub_high_226_9,chow,sub,high,9,226,The parent noticed which insects the child had collected in a jar.,x-x-x anyway cheaper china arsenal cent twice fine determine wall sit reap.,list2
chow_sub_low_226_9,chow,sub,low,9,226,The parent noticed which teacher the child had collected in a jar.,x-x-x anyway cheaper china arsenal cent twice fine determine wall sit reap.,list1
chow_sub_high_227_9,chow,sub,high,9,227,The scribe recorded which loyalists the monarch had rewarded for their actions.,x-x-x gunned consumer enjoy acquire soul costing kids cylinder fat floor follows.,list1
chow_sub_low_227_9,chow,sub,low,9,227,The scribe recorded which rebels the monarch had rewarded for their actions.,x-x-x gunned consumer enjoy acquire soul costing kids cylinder fat floor follows.,list2
chow_sub_high_228_9,chow,sub,high,9,228,The teacher remembered which delinquent the principal had suspended for a week.,x-x-x imagine interstate reach nonpartisan lake disappear ago workforce yes goes thus.,list2
chow_sub_low_228_9,chow,sub,low,9,228,The teacher remembered which overacheiver the principal had suspended for a week.,x-x-x imagine interstate reach nonpartisan lake disappear ago workforce yes goes thus.,list1
chow_sub_high_229_8,chow,sub,high,8,229,Sally heard which patient the doctor had treated first thing this morning.,x-x-x worse goals gladden cent decide wood chamber drive march feet imagine.,list1
chow_sub_low_229_8,chow,sub,low,8,229,Sally heard which nurse the doctor had treated first thing this morning.,x-x-x worse goals gladden cent decide wood chamber drive march feet imagine.,list2
chow_sub_high_230_10,chow,sub,high,10,230,The beach bum saw which fish the seagulls had caught along the beach.,x-x-x apart flop glad repay reconsider sir mobilize mid winner knows dad tells.,list3
chow_sub_low_230_10,chow,sub,low,10,230,The beach bum saw which picnickers the seagulls had caught along the beach.,x-x-x apart flop glad repay reconsider sir mobilize mid winner knows dad tells.,list4
chow_sub_high_231_9,chow,sub,high,9,231,The circus-goer explained which juggler the clown had tripped in the center ring.,x-x-x articulates delicious sleep deliver hill fined anti rioting gun gift expect wage.,list4
chow_sub_low_231_9,chow,sub,low,9,231,The circus-goer explained which child the clown had tripped in the center ring.,x-x-x articulates delicious sleep deliver hill fined anti rioting gun gift expect wage.,list3
chow_sub_high_232_10,chow,sub,high,10,232,The football fan heard which cheerleader the quarterback had dated after the season.,x-x-x nauseate off apart worth incapsulate pre integrating soul guild worry hear appear.,list3
chow_sub_low_232_10,chow,sub,low,10,232,The football fan heard which linebacker the quarterback had dated after the season.,x-x-x nauseate off apart worth incapsulate pre integrating soul guild worry hear appear.,list4
chow_sub_high_233_10,chow,sub,high,10,233,The seasonal laborer marked which cows the farmer had milked early this morning.,x-x-x resisted misused finest learn treason case minded text sonata click miss federal.,list4
chow_sub_low_233_10,chow,sub,low,10,233,The seasonal laborer marked which chickens the farmer had milked early this morning.,x-x-x resisted misused finest learn treason case minded text sonata click miss federal.,list3
chow_sub_high_234_9,chow,sub,high,9,234,The secretary knew which manager the CEO had promoted from the old office.,x-x-x recommend hate visit mystify sun heal out workshop pick hear lose caught.,list3
chow_sub_low_234_9,chow,sub,low,9,234,The secretary knew which investor the CEO had promoted from the old office.,x-x-x recommend hate visit mystify sun heal out workshop pick hear lose caught.,list4
chow_sub_high_235_9,chow,sub,high,9,235,General Jones heard which terrorist the corporal had captured during the battle.,x-x-x Agree angel enjoy negotiate easy optimize less speakers spring jobs handle.,list4
chow_sub_low_235_9,chow,sub,low,9,235,General Jones heard which comrade the corporal had captured during the battle.,x-x-x Agree angel enjoy negotiate easy optimize less speakers spring jobs handle.,list3
chow_sub_high_236_8,chow,sub,high,8,236,Jason saw which nerd the teacher had praised for his good behavior.,x-x-x lady month verify mid anybody anti courier stop plus took honestly.,list3
chow_sub_low_236_8,chow,sub,low,8,236,Jason saw which rascal the teacher had praised for his good behavior.,x-x-x lady month verify mid anybody anti courier stop plus took honestly.,list4
chow_sub_high_237_8,chow,sub,high,8,237,Jim forgot which addict the therapist had treated in his last session.,x-x-x fallen river loathe cent whichever sea figures sort fell none minimum.,list4
chow_sub_low_237_8,chow,sub,low,8,237,Jim forgot which doctor the therapist had treated in his last session.,x-x-x fallen river loathe cent whichever sea figures sort fell none minimum.,list3
chow_sub_high_238_9,chow,sub,high,9,238,The announcer stated which teammate the player had replaced for the upcoming game.,x-x-x personify lovely learn begin yeah caught fine websites app miss bothered nice.,list3
chow_sub_low_238_9,chow,sub,low,9,238,The announcer stated which rival the player had replaced for the upcoming game.,x-x-x personify lovely learn begin yeah caught fine websites app miss bothered nice.,list4
chow_sub_high_239_11,chow,sub,high,11,239,The crafts fair manager asked which cows the leatherworker had skinned to make his bags.,x-x-x deploy cops lighten click feels achieving ball disfranchised anti tornado walk data miss laid.,list4
chow_sub_low_239_11,chow,sub,low,11,239,The crafts fair manager asked which customers the leatherworker had skinned to make his bags.,x-x-x deploy cops lighten click feels achieving ball disfranchised anti tornado walk data miss laid.,list3
chow_sub_high_240_10,chow,sub,high,10,240,The police woman recognized which officer the lieutenant had promoted to a higher position.,x-x-x anyway china treatments basis chill fun conducting good timeline view guys starts programs.,list3
chow_sub_low_240_10,chow,sub,low,10,240,The police woman recognized which thief the lieutenant had promoted to a higher position.,x-x-x anyway china treatments basis chill fun conducting good timeline view guys starts programs.,list4
chow_sub_high_241_9,chow,sub,high,9,241,The reviewer forgot which researchers the authors had cited in their paper.,x-x-x generate horses learn recommend ill recover app steak sit ended carry.,list4
chow_sub_low_241_9,chow,sub,low,9,241,The reviewer forgot which mice the authors had cited in their paper.,x-x-x generate horses learn recommend ill recover app steak sit ended carry.,list3
chow_sub_high_242_11,chow,sub,high,11,242,The swim team captain recalled which champion the swimmer had defeated at last week's race.,x-x-x take fear awesome township share imprison holy revoked cat cemetery eat gone median glad.,list3
chow_sub_low_242_11,chow,sub,low,11,242,The swim team captain recalled which lifeguard the swimmer had defeated at last week's race.,x-x-x take fear awesome township share imprison holy revoked cat cemetery eat gone median glad.,list4
chow_sub_high_243_9,chow,sub,high,9,243,The zoologist marked which pup the seal had birthed over the weekend.,x-x-x apologize throne knows enact mine took yes gliders lord jobs imagine.,list4
chow_sub_low_243_9,chow,sub,low,9,243,The zoologist marked which walrus the seal had birthed over the weekend.,x-x-x apologize throne knows enact mine took yes gliders lord jobs imagine.,list3
chow_sub_high_244_9,chow,sub,high,9,244,The captain realized which stowaway the sailor had hidden in the cargo hold.,x-x-x imagine moderate feels impeach mid hiking dark sample trip app euros cent.,list3
chow_sub_low_244_9,chow,sub,low,9,244,The captain realized which pirate the sailor had hidden in the cargo hold.,x-x-x imagine moderate feels impeach mid hiking dark sample trip app euros cent.,list4
chow_sub_high_245_9,chow,sub,high,9,245,The father recalled which girl the boy had dated in junior high.,x-x-x anyway gameplay floor lose holy thus gold pulse lord retain feel.,list4
chow_sub_low_245_9,chow,sub,low,9,245,The father recalled which dog the boy had dated in junior high.,x-x-x anyway gameplay floor lose holy thus gold pulse lord retain feel.,list3
chow_sub_high_246_10,chow,sub,high,10,246,The Japanese scientists showed which salespeople the robots had replaced in the last decade.,x-x-x Somebody fahrenheit memory march undisclose kid govern cash feminist note vote goes walked.,list3
chow_sub_low_246_10,chow,sub,low,10,246,The Japanese scientists showed which patients the robots had replaced in the last decade.,x-x-x Somebody fahrenheit memory march undisclose kid govern cash feminist note vote goes walked.,list4
chow_sub_high_247_9,chow,sub,high,9,247,The principal forgot which student the teacher had disciplined after school yesterday.,x-x-x preparing beaten photo finish hill follows ball skyscrapers smart happen mountains.,list4
chow_sub_low_247_9,chow,sub,low,9,247,The principal forgot which parent the teacher had disciplined after school yesterday.,x-x-x preparing beaten photo finish hill follows ball skyscrapers smart happen mountains.,list3
chow_sub_high_248_9,chow,sub,high,9,248,The shepherd saw which lamb the sheep had birthed by the barn.,x-x-x evaluate fun month walk page begun app gliders hall hear cite.,list3
chow_sub_low_248_9,chow,sub,low,9,248,The shepherd saw which predator the sheep had birthed by the barn.,x-x-x evaluate fun month walk page begun app gliders hall hear cite.,list4
chow_sub_high_249_9,chow,sub,high,9,249,The snoop determined which bouncer the alcoholic had punched last Friday night.,x-x-x fetch convenient guess levitate gold separates lots panther lord Behalf sorry.,list4
chow_sub_low_249_9,chow,sub,low,9,249,The snoop determined which psychologist the alcoholic had punched last Friday night.,x-x-x fetch convenient guess levitate gold separates lots panther lord Behalf sorry.,list3
chow_sub_high_250_8,chow,sub,high,8,250,Carla inquired which exterminator the landlord had used in the apartment.,x-x-x censuses built absentia holy moreover cold army bar foot continues.,list3
chow_sub_low_250_8,chow,sub,low,8,250,Carla inquired which neighbor the landlord had used in the apartment.,x-x-x censuses built absentia holy moreover cold army bar foot continues.,list4
chow_sub_high_251_8,chow,sub,high,8,251,Karen learned which teenager the mother had grounded for disobeying her.,x-x-x summary enjoy disagree off except till infinity idea congresses seen.,list4
chow_sub_low_251_8,chow,sub,low,8,251,Karen learned which baby the mother had grounded for disobeying her.,x-x-x summary enjoy disagree off except till infinity idea congresses seen.,list3
chow_sub_high_252_8,chow,sub,high,8,252,Sandra observed which biologists the zookeeper had consulted about the food.,x-x-x portable march sermonize bag undermine easy hardcover sense bet gets.,list3
chow_sub_low_252_8,chow,sub,low,8,252,Sandra observed which gorillas the zookeeper had consulted about the food.,x-x-x portable march sermonize bag undermine easy hardcover sense bet gets.,list4
chow_sub_high_253_9,chow,sub,high,9,253,The anthropologist discovered which animal the caveman had hunted with flint arrows.,x-x-x substantialize possession enjoy hurting nice devotes cash crates hall reuse dubbed.,list4
chow_sub_low_253_9,chow,sub,low,9,253,The anthropologist discovered which goddess the caveman had hunted with flint arrows.,x-x-x substantialize possession enjoy hurting nice devotes cash crates hall reuse dubbed.,list3
chow_sub_high_254_9,chow,sub,high,9,254,The mother wondered which trick-or-treaters the neighbor had scared with his costume.,x-x-x happen traction field transcribe sir delivers push senate stay link midwest.,list3
chow_sub_low_254_9,chow,sub,low,9,254,The mother wondered which milkman the neighbor had scared with his costume.,x-x-x happen traction field transcribe sir delivers push senate stay link midwest.,list4
chow_sub_high_255_10,chow,sub,high,10,255,The movie buff speculated which actor the stuntman had portrayed in the opening scene.,x-x-x apart bony ordination front billion loss civilize mean celebrate sit pull require doubt.,list4
chow_sub_low_255_10,chow,sub,low,10,255,The movie buff speculated which director the stuntman had portrayed in the opening scene.,x-x-x apart bony ordination front billion loss civilize mean celebrate sit pull require doubt.,list3
chow_sub_high_256_9,chow,sub,high,9,256,The researcher recorded which chimpanzee the biologist had tagged to be studied.,x-x-x formulated vacation china bamboozle mid delegated dad pardon bus guy podcast.,list3
chow_sub_low_256_9,chow,sub,low,9,256,The researcher recorded which assistant the biologist had tagged to be studied.,x-x-x formulated vacation china bamboozle mid delegated dad pardon bus guy podcast.,list4
chow_sub_high_257_9,chow,sub,high,9,257,The sentry knew which guard the captain had fired from the position.,x-x-x accuse lose moved materialize page follows kids novel bill eat farfetch.,list4
chow_sub_low_257_9,chow,sub,low,9,257,The sentry knew which townsperson the captain had fired from the position.,x-x-x accuse lose moved materialize page follows kids novel bill eat farfetch.,list3
chow_sub_high_258_10,chow,sub,high,10,258,The team manager knew which athlete the officials had penalized for being unsportsmanlike.,x-x-x upon imagine hate carry embroil hour regarding nine orphanage case brain morphologically.,list3
chow_sub_low_258_10,chow,sub,low,10,258,The team manager knew which umpire the officials had penalized for being unsportsmanlike.,x-x-x upon imagine hate carry embroil hour regarding nine orphanage case brain morphologically.,list4
chow_sub_high_259_10,chow,sub,high,10,259,The theater owner described which spectators the magician had amazed with his tricks.,x-x-x propose weird happening agree federalize page evacuate jobs broker lord door inform.,list4
chow_sub_low_259_10,chow,sub,low,10,259,The theater owner described which rabbit the magician had amazed with his tricks.,x-x-x propose weird happening agree federalize page evacuate jobs broker lord door inform.,list3
kutas_low_rel_eq_301,kutas,low,rel,eq,301,She put on her high heeled boots.,x-x-x sale plan kid yeah cloves firms.,list1
kutas_high_best_eq_301,kutas,high,best,eq,301,She put on her high heeled shoes.,x-x-x sale plan kid yeah cloves firms.,list2
kutas_low_rel_eq_310,kutas,low,rel,eq,310,The dirty clothes were piled up in the laundry hamper.,x-x-x yours whoever goal vitro deal vote sir reacted gamers.,list2
kutas_high_best_eq_310,kutas,high,best,eq,310,The dirty clothes were piled up in the laundry basket.,x-x-x yours whoever goal vitro deal vote sir reacted gamers.,list1
kutas_low_unrel_eq_314,kutas,low,unrel,eq,314,One of the scouts did not know the way and got hurt.,x-x-x eat pull thrive irk yeah okay won here pre app site.,list1
kutas_high_best_eq_314,kutas,high,best,eq,314,One of the scouts did not know the way and got lost.,x-x-x fun pull thrive irk yeah okay won here pre app site.,list2
kutas_low_unrel_eq_320,kutas,low,unrel,eq,320,I added my name to the top of the wall.,x-x-x china pre else pick app sent shut glad gets.,list2
kutas_high_best_eq_320,kutas,high,best,eq,320,I added my name to the top of the list.,x-x-x china pre else pick app sent shut glad gets.,list1
kutas_low_unrel_eq_326,kutas,low,unrel,eq,326,The prisoners were planning their picnic.,x-x-x undermine okay congress allow topped.,list1
kutas_high_best_eq_326,kutas,high,best,eq,326,The prisoners were planning their escape.,x-x-x undermine okay congress allow topped.,list2
kutas_low_unrel_eq_331,kutas,low,unrel,eq,331,They went as far as they dared.,x-x-x glad keep kill guy uses minds.,list2
kutas_high_best_eq_331,kutas,high,best,eq,331,They went as far as they could.,x-x-x glad keep kill guy uses minds.,list1
kutas_low_unrel_eq_332,kutas,low,unrel,eq,332,Mary looked at her watch to check the band.,x-x-x option ones yeah filed okay wants term does.,list1
kutas_high_best_eq_332,kutas,high,best,eq,332,Mary looked at her watch to check the time.,x-x-x option ones yeah filed okay wants term does.,list2
kutas_low_unrel_eq_340,kutas,low,unrel,eq,340,The barbells the strong man lifted were very rusty.,x-x-x iterated okay inches yeah tonnes miss knew tally.,list2
kutas_high_best_eq_340,kutas,high,best,eq,340,The barbells the strong man lifted were very heavy.,x-x-x iterated okay inches yeah tonnes miss knew tally.,list1
kutas_low_rel_eq_341,kutas,low,rel,eq,341,He studied a long time so he would pass his tests.,x-x-x raising knew runs hurt anti spot sorry cell girl lakes.,list1
kutas_high_best_eq_341,kutas,high,best,eq,341,He studied a long time so he would pass his exams.,x-x-x raising knew runs hurt anti spot sorry cell girl lakes.,list2
kutas_low_unrel_eq_354,kutas,low,unrel,eq,354,John was so exhausted he took a vacation to get some help.,x-x-x fat am spotlight lord else guy abstract none sir page each.,list2
kutas_high_best_eq_354,kutas,high,best,eq,354,John was so exhausted he took a vacation to get some rest.,x-x-x fat am spotlight lord else guy abstract none sir page each.,list1
kutas_low_rel_eq_374,kutas,low,rel,eq,374,The tenants were evicted when they did not pay the last month's bill.,x-x-x modeled zero catcher cold give goal wall lake tree both deflect anti.,list1
kutas_high_best_eq_374,kutas,high,best,eq,374,The tenants were evicted when they did not pay the last month's rent.,x-x-x modeled zero catcher cold give goal wall lake tree both deflect anti.,list2
kutas_low_rel_eq_375,kutas,low,rel,eq,375,The wet towels were hung on the line to air.,x-x-x deny uncork luck dish died rule hate risk dear.,list2
kutas_high_best_eq_375,kutas,high,best,eq,375,The wet towels were hung on the line to dry.,x-x-x deny uncork luck dish died rule hate risk dear.,list1
kutas_low_rel_eq_387,kutas,low,rel,eq,387,While skiing Randy broke his arm.,x-x-x expire fetch mouth rose vice.,list1
kutas_high_best_eq_387,kutas,high,best,eq,387,While skiing Randy broke his leg.,x-x-x expire fetch mouth rose vice.,list2
kutas_low_rel_eq_395,kutas,low,rel,eq,395,The girl knew most of the words for her spelling quiz.,x-x-x else cool shut bet post enter cash guy minimize acre.,list2
kutas_high_best_eq_395,kutas,high,best,eq,395,The girl knew most of the words for her spelling test.,x-x-x else cool shut bet post enter cash guy minimize acre.,list1
kutas_low_unrel_eq_401,kutas,low,unrel,eq,401,The tenants decided to take their landlord to lunch.,x-x-x mystify airport fire days ended insulted eat funny.,list1
kutas_high_best_eq_401,kutas,high,best,eq,401,The tenants decided to take their landlord to court.,x-x-x mystify airport fire days ended insulted eat funny.,list2
kutas_low_rel_eq_402,kutas,low,rel,eq,402,They're out in the garden pulling roots.,x-x-x link app thus suffer nominee atlas.,list2
kutas_high_best_eq_402,kutas,high,best,eq,402,They're out in the garden pulling weeds.,x-x-x link app thus suffer nominee atlas.,list1
kutas_low_rel_eq_404,kutas,low,rel,eq,404,She sewed the button on with needle and black string.,x-x-x glyph guy indeed hate fund exodus fun worth deeply.,list1
kutas_high_best_eq_404,kutas,high,best,eq,404,She sewed the button on with needle and black thread.,x-x-x glyph guy indeed hate fund exodus fun worth deeply.,list2
kutas_low_unrel_eq_414,kutas,low,unrel,eq,414,She went to the salon to color her toes.,x-x-x kill kids nor tuned cost types send vary.,list2
kutas_high_best_eq_414,kutas,high,best,eq,414,She went to the salon to color her hair.,x-x-x kill kids nor tuned cost types send vary.,list1
kutas_low_unrel_eq_418,kutas,low,unrel,eq,418,Sam could not believe her story was true.,x-x-x worse nice opening hair click our push.,list1
kutas_high_best_eq_418,kutas,high,best,eq,418,Sam could not believe her story was told.,x-x-x worse nice opening hair click our push.,list2
kutas_low_rel_eq_424,kutas,low,rel,eq,424,New York is a very busy town.,x-x-x ride else bill gave ends seen.,list2
kutas_high_best_eq_424,kutas,high,best,eq,424,New York is a very busy city.,x-x-x ride else bill gave ends seen.,list1
kutas_low_rel_eq_426,kutas,low,rel,eq,426,The gas station is about two miles down the path.,x-x-x suck weekend zip spend idea feels post wife firm.,list1
kutas_high_best_eq_426,kutas,high,best,eq,426,The gas station is about two miles down the road.,x-x-x suck weekend zip spend idea feels post wife firm.,list2
kutas_low_unrel_eq_432,kutas,low,unrel,eq,432,None of his books made much sense.,x-x-x eyes low avoid feet bent wants.,list2
kutas_high_best_eq_432,kutas,high,best,eq,432,None of his books made much money.,x-x-x eyes low avoid feet bent wants.,list1
kutas_low_rel_eq_439,kutas,low,rel,eq,439,Captain Sheir wanted to stay with the sinking boat.,x-x-x renew senate dog cell hate has applies grow.,list1
kutas_high_best_eq_439,kutas,high,best,eq,439,Captain Sheir wanted to stay with the sinking ship.,x-x-x renew senate dog cell hate has applies grow.,list2
kutas_low_rel_eq_463,kutas,low,rel,eq,463,She made a salami sandwich on wheat rolls.,x-x-x pain eat aligns colleges arms ought filed.,list2
kutas_high_best_eq_463,kutas,high,best,eq,463,She made a salami sandwich on wheat bread.,x-x-x pain eat aligns colleges arms ought filed.,list1
kutas_low_unrel_eq_470,kutas,low,unrel,eq,470,They saw the lightning and heard the screams.,x-x-x east hour comprises fund grade goal unaware.,list1
kutas_high_best_eq_470,kutas,high,best,eq,470,They saw the lightning and heard the thunder.,x-x-x east hour comprises fund grade goal unaware.,list2
kutas_low_unrel_eq_472,kutas,low,unrel,eq,472,The squirrel stored some nuts in the hole.,x-x-x marketed liking walk edit male meet dear.,list2
kutas_high_best_eq_472,kutas,high,best,eq,472,The squirrel stored some nuts in the tree.,x-x-x marketed liking walk edit male meet dear.,list1
kutas_low_unrel_eq_474,kutas,low,unrel,eq,474,The car pulled up and took the last parking meter.,x-x-x ago random join king lady cell kept predict mercy.,list1
kutas_high_best_eq_474,kutas,high,best,eq,474,The car pulled up and took the last parking space.,x-x-x ago random join king lady cell kept predict mercy.,list2
kutas_high_best_bestlonger_302,kutas,high,best,bestlonger,302,The cub scouts needed a new den mother.,x-x-x swam realms nature vs laws sued facts.,list2
kutas_low_unrel_bestlonger_302,kutas,low,unrel,bestlonger,302,The cub scouts needed a new den chair.,x-x-x swam realms nature vs laws sued facts.,list1
kutas_low_unrel_bestlonger_313,kutas,low,unrel,bestlonger,313,She's afraid of deep water because she can't see.,x-x-x border rise cent speak century rule agent late.,list1
kutas_high_best_bestlonger_313,kutas,high,best,bestlonger,313,She's afraid of deep water because she can't swim.,x-x-x border rise cent speak century rule agent late.,list2
kutas_low_rel_bestlonger_318,kutas,low,rel,bestlonger,318,They heated the pool with solar power.,x-x-x ethics mom lets knew seeks click.,list2
kutas_high_best_bestlonger_318,kutas,high,best,bestlonger,318,They heated the pool with solar energy.,x-x-x ethics mom lets knew seeks click.,list1
kutas_low_unrel_bestlonger_319,kutas,low,unrel,bestlonger,319,The baby weighed six pounds at noon.,x-x-x fail methane sale reform lots crap.,list1
kutas_high_best_bestlonger_319,kutas,high,best,bestlonger,319,The baby weighed six pounds at birth.,x-x-x fail methane sale reform lots crap.,list2
kutas_low_rel_bestlonger_328,kutas,low,rel,bestlonger,328,The office held a new year's eve bash.,x-x-x anyway pull knew grow ripped eats taste.,list2
kutas_high_best_bestlonger_328,kutas,high,best,bestlonger,328,The office held a new year's eve party.,x-x-x anyway pull knew grow ripped eats taste.,list1
kutas_low_unrel_bestlonger_339,kutas,low,unrel,bestlonger,339,When the shooting started they ran for help.,x-x-x sir whatever healthy hill cat give basis.,list1
kutas_high_best_bestlonger_339,kutas,high,best,bestlonger,339,When the shooting started they ran for cover.,x-x-x sir whatever healthy hill cat give basis.,list2
kutas_low_unrel_bestlonger_353,kutas,low,unrel,bestlonger,353,On hot days many people sun themselves on the roof.,x-x-x glad whom fund itself gym investment post guys helps.,list2
kutas_high_best_bestlonger_353,kutas,high,best,bestlonger,353,On hot days many people sun themselves on the beach.,x-x-x glad whom fund itself gym investment post guys helps.,list1
kutas_low_rel_bestlonger_355,kutas,low,rel,bestlonger,355,William went to the bank to borrow some cash.,x-x-x door bag guy none fans wished face comes.,list1
kutas_high_best_bestlonger_355,kutas,high,best,bestlonger,355,William went to the bank to borrow some money.,x-x-x door bag guy none fans wished face comes.,list2
kutas_low_rel_bestlonger_382,kutas,low,rel,bestlonger,382,Cathy was glad that Friday was payday because she was poor.,x-x-x miss ford trip Senate ways invade systems add goal mark.,list2
kutas_high_best_bestlonger_382,kutas,high,best,bestlonger,382,Cathy was glad that Friday was payday because she was broke.,x-x-x miss ford trip Senate ways invade systems add goal mark.,list1
kutas_low_rel_bestlonger_383,kutas,low,rel,bestlonger,383,George made out a check to pay the monthly telephone fee.,x-x-x gift miss girl begin hurt mom eyes decides dominated male.,list1
kutas_high_best_bestlonger_383,kutas,high,best,bestlonger,383,George made out a check to pay the monthly telephone bill.,x-x-x gift miss girl begin hurt mom eyes decides dominated male.,list2
kutas_low_unrel_bestlonger_390,kutas,low,unrel,bestlonger,390,George kept his pet on a diet.,x-x-x sale cup fled yes done font.,list2
kutas_high_best_bestlonger_390,kutas,high,best,bestlonger,390,George kept his pet on a leash.,x-x-x sale cup fled yes done font.,list1
kutas_low_unrel_bestlonger_393,kutas,low,unrel,bestlonger,393,Jeff felt sorry but it was not his turn.,x-x-x lady click fund lake own park ship trees.,list1
kutas_high_best_bestlonger_393,kutas,high,best,bestlonger,393,Jeff felt sorry but it was not his fault.,x-x-x lady click fund lake own park ship trees.,list2
kutas_low_unrel_bestlonger_396,kutas,low,unrel,bestlonger,396,They asked Dave to play tennis but he was too good.,x-x-x agent Caps bet laws virgin die hill real act page.,list2
kutas_high_best_bestlonger_396,kutas,high,best,bestlonger,396,They asked Dave to play tennis but he was too tired.,x-x-x agent Caps bet laws virgin die hill real act page.,list1
kutas_low_unrel_bestlonger_415,kutas,low,unrel,bestlonger,415,Brian poured some sauce on his rare meat.,x-x-x scarce spot filed none jobs dean faced.,list1
kutas_high_best_bestlonger_415,kutas,high,best,bestlonger,415,Brian poured some sauce on his rare steak.,x-x-x scarce spot filed none jobs dean faced.,list2
kutas_low_rel_bestlonger_419,kutas,low,rel,bestlonger,419,Tim threw a rock and broke the glass.,x-x-x anime know whom paid agent anti begin.,list2
kutas_high_best_bestlonger_419,kutas,high,best,bestlonger,419,Tim threw a rock and broke the window.,x-x-x anime know whom paid agent anti begin.,list1
kutas_low_unrel_bestlonger_423,kutas,low,unrel,bestlonger,423,The lawyer feared that his client would be found crazy.,x-x-x afford graves hear miss funded earth west scene survey.,list1
kutas_high_best_bestlonger_423,kutas,high,best,bestlonger,423,The lawyer feared that his client would be found guilty.,x-x-x afford graves hear miss funded earth west scene survey.,list2
kutas_low_unrel_bestlonger_436,kutas,low,unrel,bestlonger,436,The boat passed easily under the falls.,x-x-x rely senate agency needs dad teach.,list2
kutas_high_best_bestlonger_436,kutas,high,best,bestlonger,436,The boat passed easily under the bridge.,x-x-x rely senate agency needs dad teach.,list1
kutas_low_rel_bestlonger_451,kutas,low,rel,bestlonger,451,He bought the chocolates at the candy shop.,x-x-x supply fall hurricanes oh pro skies civil.,list1
kutas_high_best_bestlonger_451,kutas,high,best,bestlonger,451,He bought the chocolates at the candy store.,x-x-x supply fall hurricanes oh pro skies civil.,list2
kutas_low_rel_bestlonger_452,kutas,low,rel,bestlonger,452,After the accident they went for aid.,x-x-x app contains cash gold cost came.,list2
kutas_high_best_bestlonger_452,kutas,high,best,bestlonger,452,After the accident they went for help.,x-x-x app contains cash gold cost came.,list1
kutas_low_unrel_bestlonger_459,kutas,low,unrel,bestlonger,459,It was important to be on top.,x-x-x holy attention wish ones shop gone.,list1
kutas_high_best_bestlonger_459,kutas,high,best,bestlonger,459,It was important to be on time.,x-x-x holy attention wish ones shop gone.,list2
kutas_low_unrel_bestlonger_471,kutas,low,unrel,bestlonger,471,It felt much colder when the sun was behind a tree.,x-x-x ways runs tomato nine wish nor risk doctor got leads.,list2
kutas_high_best_bestlonger_471,kutas,high,best,bestlonger,471,It felt much colder when the sun was behind a cloud.,x-x-x ways runs tomato nine wish nor risk doctor got leads.,list1
kutas_low_rel_bestshorter_304,kutas,low,rel,bestshorter,304,The pizza was too hot to chew.,x-x-x alike hope hour rate said mob.,list1
kutas_high_best_bestshorter_304,kutas,high,best,bestshorter,304,The pizza was too hot to eat.,x-x-x alike hope hour rate said mob.,list2
kutas_low_rel_bestshorter_307,kutas,low,rel,bestshorter,307,The ship disappeared into the thick mist.,x-x-x suck controversy sell dad threw lag.,list2
kutas_high_best_bestshorter_307,kutas,high,best,bestshorter,307,The ship disappeared into the thick fog.,x-x-x suck controversy sell dad threw lag.,list1
kutas_low_rel_bestshorter_308,kutas,low,rel,bestshorter,308,Nothing can beat a bowl of hot broth.,x-x-x cast wood mid aids met ran scans.,list1
kutas_high_best_bestshorter_308,kutas,high,best,bestshorter,308,Nothing can beat a bowl of hot soup.,x-x-x cast wood mid aids met ran scans.,list2
kutas_low_rel_bestshorter_323,kutas,low,rel,bestshorter,323,The clerk put the groceries in the shopping carts.,x-x-x borne pre sir adulthood knew nor humanity undo.,list2
kutas_high_best_bestshorter_323,kutas,high,best,bestshorter,323,The clerk put the groceries in the shopping bags.,x-x-x borne pre sir adulthood knew nor humanity undo.,list1
